collection,pack_dir,agent_id,agent_name,version,domain,domain_basis,source_domain,functional_owner,primary_use_case,priority_tier,priority_rank,readiness_status,has_readiness,has_evidence,source_path,source_checksum,skills_count,tools_count,policies_count,source_tags_domain,source_tags_level,source_tags_use_case,manifest_path,canonical_concept_key,exact_duplicate_group_id,overlap_group_ids
github-agents-v1,data-cleaner-github-pack,data-cleaner-github-pack,DataCleaner Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when cleaning sales data, resolving duplicates, and improving CRM data quality for reliable pipeline operations.",especialista,P1,ready,yes,yes,.github/agents/cycle-03/data-cleaner.agent.md,a8a606193a32b7e39199bdbac5e92e9bb41d204432d68e2960230554b54f1154,17,3,1,sales; marketing; executive,specialist,datacleaner; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/data-cleaner-github-pack/manifest.json,datacleaner,,overlap-pipeline-forecast-deal-risk; overlap-data-analytics-dashboard
github-agents-v1,data-cleaning-bot-github-pack,data-cleaning-bot-github-pack,DataCleaningBot Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Data Cleaning Bot.",especialista,P1,ready,yes,yes,.github/agents/cycle-11/data-cleaning-bot.agent.md,ea312e3794c9f2e7d149af86db059788c985e9b006d20d851f5302f037aa7522,17,3,1,marketing; analytics; executive,specialist,datacleaningbot; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/data-cleaning-bot-github-pack/manifest.json,datacleaningbot,,overlap-data-analytics-dashboard
github-agents-v1,data-enrichment-automator-github-pack,data-enrichment-automator-github-pack,DataEnrichmentAutomator Agent,1.2.0,ops,prompt-domain+rules,RevOps e Inteligência,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Data Enrichment Automator.",especialista,P1,ready,yes,yes,.github/agents/cycle-10/data-enrichment-automator.agent.md,5dd1c85defc9f24defb6e1f3c593e5965ca4e505d635a3d696f21e4d8f66b4ad,17,3,1,marketing; finance; executive,specialist,dataenrichmentautomator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/data-enrichment-automator-github-pack/manifest.json,dataenrichmentautomator,,overlap-data-analytics-dashboard
github-agents-v1,data-hygiene-monitor-github-pack,data-hygiene-monitor-github-pack,DataHygieneMonitor Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Data Hygiene Monitor.",especialista,P1,ready,yes,yes,.github/agents/cycle-08/data-hygiene-monitor.agent.md,64d3d39e4ec7fd7a20296d0a977bf1bce405dd73f9d3fd89e315108c3b8d67a8,17,3,1,marketing; customer-success; executive,specialist,datahygienemonitor; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/data-hygiene-monitor-github-pack/manifest.json,datahygienemonitor,,overlap-data-analytics-dashboard
github-agents-v1,data-migration-validator-github-pack,data-migration-validator-github-pack,DataMigrationValidator Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Data Migration Validator.",especialista,P1,ready,yes,yes,.github/agents/cycle-09/data-migration-validator.agent.md,acbcbe018cc798b6831864a98594b32aecaa2cea706c33abe2b00b4c8d0b9c7d,17,3,1,marketing; customer-success; executive,specialist,datamigrationvalidator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/data-migration-validator-github-pack/manifest.json,datamigrationvalidator,,overlap-data-analytics-dashboard
github-agents-v1,data-silo-bridger-github-pack,data-silo-bridger-github-pack,DataSiloBridger Agent,1.2.0,ops,prompt-domain+rules,RevOps e Inteligência,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Data Silo Bridger.",especialista,P1,ready,yes,yes,.github/agents/cycle-10/data-silo-bridger.agent.md,141f47ffdd8580fdd3dee7fb4ed8d7847fe5116383d8ec458b2c414cafb402c3,17,3,1,marketing; finance; executive,specialist,datasilobridger; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/data-silo-bridger-github-pack/manifest.json,datasilobridger,,overlap-data-analytics-dashboard
github-agents-v1,deadline-tracker-github-pack,deadline-tracker-github-pack,DeadlineTracker Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Deadline Tracker.",long_tail,P2,ready,yes,yes,.github/agents/cycle-15/deadline-tracker.agent.md,22f101fc343f4ac2b808b6eb83ee02e82c312260eeec2064420fc960f425a593,17,3,1,marketing; customer-success; executive,specialist,deadlinetracker; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/deadline-tracker-github-pack/manifest.json,deadlinetracker,,overlap-process-workflow-automation
github-agents-v1,deal-at-risk-alerter-github-pack,deal-at-risk-alerter-github-pack,DealAtRiskAlerter Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Deal At Risk Alerter.",especialista,P1,ready,yes,yes,.github/agents/cycle-06/deal-at-risk-alerter.agent.md,03b9aee8e9dff9ac7d1764497a07795d0e965638346234e649ce1ebadc1af51e,17,3,1,sales; marketing; executive,specialist,dealatriskalerter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/deal-at-risk-alerter-github-pack/manifest.json,dealatriskalerter,,overlap-pipeline-forecast-deal-risk; overlap-compliance-risk-audit
github-agents-v1,deal-desk-autopilot-github-pack,deal-desk-autopilot-github-pack,DealDeskAutopilot Agent,1.2.0,vendas,manual-override,Executivos e Estratégia,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Deal Desk Autopilot.",especialista,P1,ready,yes,yes,.github/agents/cycle-02/deal-desk-autopilot.agent.md,2238af86d568687ef6d88fb2c434262815f8de5730a0221a2171b1b05f721169,17,3,1,sales; marketing; executive,specialist,dealdeskautopilot; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/deal-desk-autopilot-github-pack/manifest.json,dealdeskautopilot,,overlap-pipeline-forecast-deal-risk
github-agents-v1,deck-customizer-github-pack,deck-customizer-github-pack,DeckCustomizer Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Use when tailoring sales decks for specific accounts, decision committees, and deal-stage narrative requirements.",especialista,P1,ready,yes,yes,.github/agents/cycle-05/deck-customizer.agent.md,4186e94a0bf508f7c266d51692a29e7312ede0f538d373ff6e8375ab5df90e13,17,3,1,sales; marketing; executive,specialist,deckcustomizer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/deck-customizer-github-pack/manifest.json,deckcustomizer,,overlap-pipeline-forecast-deal-risk; overlap-brand-market-competitive; overlap-product-launch-feedback
github-agents-v1,default-probability-modeler-github-pack,default-probability-modeler-github-pack,DefaultProbabilityModeler Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Default Probability Modeler.",long_tail,P2,ready,yes,yes,.github/agents/cycle-15/default-probability-modeler.agent.md,d023de4138ce4b3e40730e27dc840dff9a30b771e9f6baccc0003351c2625c34,17,3,1,marketing; customer-success; executive,specialist,defaultprobabilitymodeler; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/default-probability-modeler-github-pack/manifest.json,defaultprobabilitymodeler,,
github-agents-v1,delay-escalator-github-pack,delay-escalator-github-pack,DelayEscalator Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Delay Escalator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/delay-escalator.agent.md,4732636482d32b77f80c87970e2c2d28f956e5bc5562222230cf967ab4026360,17,3,1,marketing; customer-success; executive,specialist,delayescalator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/delay-escalator-github-pack/manifest.json,delayescalator,,
github-agents-v1,demo-sandboxer-github-pack,demo-sandboxer-github-pack,DemoSandboxer Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Demo Sandboxer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-06/demo-sandboxer.agent.md,b302d054308193908615d85de2258ebf1fa5793963f68ce38a59766875305a29,17,3,1,sales; marketing; executive,specialist,demosandboxer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/demo-sandboxer-github-pack/manifest.json,demosandboxer,,
github-agents-v1,demo-scripter-github-pack,demo-scripter-github-pack,DemoScripter Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Use when scripting tailored product demos, sequencing proof points, and aligning demo narrative to buyer priorities.",long_tail,P2,ready,yes,yes,.github/agents/cycle-05/demo-scripter.agent.md,b13470ff05d85c499f2dd2c2fce8392b34a8e4d7b7a2bc0e11ae53a74cebcb47,17,3,1,marketing; finance; executive,specialist,demoscripter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/demo-scripter-github-pack/manifest.json,demoscripter,,overlap-brand-market-competitive; overlap-product-launch-feedback
github-agents-v1,device-fingerprint-matcher-github-pack,device-fingerprint-matcher-github-pack,DeviceFingerprintMatcher Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Device Fingerprint Matcher.",long_tail,P2,ready,yes,yes,.github/agents/cycle-15/device-fingerprint-matcher.agent.md,460b4d26ae174fd84536299b9b309256a33026b2b2357f39d84588c7c519ced4,17,3,1,marketing; customer-success; executive,specialist,devicefingerprintmatcher; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/device-fingerprint-matcher-github-pack/manifest.json,devicefingerprintmatcher,,overlap-kyc-aml-fraud
github-agents-v1,discount-approver-github-pack,discount-approver-github-pack,DiscountApprover Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Use when evaluating discount requests, preserving margin guardrails, and supporting approval decisions with deal context.",especialista,P1,ready,yes,yes,.github/agents/cycle-05/discount-approver.agent.md,c319625e23b42e337075e297923e6ca08a3d6e87e0bcc9c5681820a4486229b6,17,3,1,sales; marketing; executive,specialist,discountapprover; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/discount-approver-github-pack/manifest.json,discountapprover,,overlap-pipeline-forecast-deal-risk; overlap-pricing-discount-quote; overlap-support-ticket-sla; overlap-fpna-budget-cost; overlap-compliance-risk-audit
github-agents-v1,discount-leak-guard-github-pack,discount-leak-guard-github-pack,DiscountLeakGuard Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Discount Leak Guard.",especialista,P1,ready,yes,yes,.github/agents/cycle-06/discount-leak-guard.agent.md,8ebb6199f8f77cfd6c984cd4c223db8b56ce5dd2b054f3d5ff55bd31fe42ded3,17,3,1,sales; marketing; executive,specialist,discountleakguard; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/discount-leak-guard-github-pack/manifest.json,discountleakguard,,overlap-pricing-discount-quote
github-agents-v1,discount-waterfall-modeler-github-pack,discount-waterfall-modeler-github-pack,DiscountWaterfallModeler Agent,1.2.0,vendas,prompt-domain+rules,RevOps e Inteligência,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Discount Waterfall Modeler.",especialista,P1,ready,yes,yes,.github/agents/cycle-10/discount-waterfall-modeler.agent.md,f98e3fbe20288f9c915094d0e754e4c76833eaea6719668858413c63043f483c,17,3,1,marketing; finance; executive,specialist,discountwaterfallmodeler; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/discount-waterfall-modeler-github-pack/manifest.json,discountwaterfallmodeler,,overlap-pricing-discount-quote
github-agents-v1,disputed-charge-aggregator-github-pack,disputed-charge-aggregator-github-pack,DisputedChargeAggregator Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Disputed Charge Aggregator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-12/disputed-charge-aggregator.agent.md,bfdc69790877b57408bb2c736f6dc22f2f94b15cc7c6341ba2a4782ff7585419,17,3,1,marketing; finance; executive,specialist,disputedchargeaggregator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/disputed-charge-aggregator-github-pack/manifest.json,disputedchargeaggregator,,
github-agents-v1,distribution-automator-github-pack,distribution-automator-github-pack,DistributionAutomator Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Distribution Automator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-08/distribution-automator.agent.md,5df015d7333758a622041085a58e1e296b47e0377678440bbe54cf8c47b3562d,17,3,1,marketing; customer-success; executive,specialist,distributionautomator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/distribution-automator-github-pack/manifest.json,distributionautomator,,
